,user_id,user_name,user_rating,user_text,restaurant_name,restaurant_rating,restaurant_price,restaurant_type
40,iT3Z1uweoBWhdzAoLNSgfQ,Frank R.,5.0 star rating,"Absolutely loved this place! Knowledgeable staff, great customer service and very reasonably priced,  especially compared to other cold juice press type places. Really delicious smoothies and healthy snacks. Come to Manhattan, we need one of these spots over here!",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
41,bOSE2zMabS2VjftQNnePNQ,Elizabeth L.,5.0 star rating,YES! New to the area and finding a new juice spot was priority. I love all the options for snacks and food here in addition to the juice. Everyone is super friendly and helpful if you have any questions!,Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
42,4l34SJqEUsoaBp9Ym0F6ng,Marilyn B.,5.0 star rating,"I am extremely pleased by the customer service at this place! In regards to my last order, I received what's called a ""grab and go"". Simply Juice called me and related this information to me. They also sent over their Pitaya bowl which is INCREDIBLE. More business, especially within the food industry should operate like this. I will definitely endorse and revisit this restaurant.",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
43,X1smVbblrESw3jpfCacvJw,Dana A.,5.0 star rating,Delicious smoothies! I took a yoga class across the street at Pavana Yoga and grabbed a smoothy after. The Inflammatory Smoothly hit the spot! It's a perfect location going to work or coming home. They have grab and go juices and smoothies as well as freshly made. Can't beat it!,Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
44,8OUDoHRICKoFm497EmiBfA,Jennifer A.,5.0 star rating,The black bean soup was really good! My friend got the banana boat smoothie with coconut water and she loved it.,Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
45,ZVln8g2rzazZkRvD3l6MSQ,Armando G.,5.0 star rating,"This place is AWESOME! So many raw vegan options. I was in heaven. So hard to find a place like this in Jersey. Everything was perfectly made and it's presentation just grabbed you right away! The vibe was very positive and Ron who attended me shined through! I bought the Choco Love smoothie, Coconut Cream Pie, Super Burrito, Mega Energy Cookies and Chocolate Macaroons! I will be definitely be coming back here many times! Here are some photos of what I bought! :)",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
46,bK68oDfnfMzO5A75w6TXlg,Kristen M.,5.0 star rating,"Smoothies and juice concoctions are on point! I love that they compost and are conscious of the waste that is produced when working with raw/live food. My go-to's are the açai bowl, natural mystic juice, no harm no cow sandwich, and the coconut macaroons! To the wealth of your health!",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
47,K9FDzcXGpEOW1CAJF8952g,Hazel A.,4.0 star rating,"I just ordered an acai bowl and a choco loco smoothie. The smoothie is great and I like how it came in a bottle for the 10oz size so it was perfect for me to drink while I work. The acai bowl was okay, mine was a bit on the grainy side but I like how there was a crunch to the bowl. Would wanna try other things out with them!",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
48,he7PFemSAn-GOCAZ03jWIw,Kathleen L.,4.0 star rating,"Simply Juiced just opened in my neighborhood in Fort Lee NJ. I popped in to see what they had to my surprised I saw more than juice, Homemade kale chips, salads, sandwiches etc. All looked really fresh and the staff could not have been nicer offering free samples of kale chips etc. Thank you Rachel! I tried a delicious Fruits and Roots Juice. They do Organic, Raw, Non GMO, Vegan, Dairy, Soy and GF. I will definitely go back and try some food. I thought the prices were reasonable nice addition to all the new places on Main Street.",Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
49,RblNdMVYHRHUAHgDbn_WYQ,Elizabeth T.,5.0 star rating,This place is a neighborhood gem.  I drop in from time to time when I feel like I need to healthy pick me up.  The workers are very friendly and seem to know most of the customers that come in.  The prices are a little steep but certainly worth it for the quality of the product.  Healthy food and snacks are also offered.,Simply Juiced,4.5 star rating,$$,"Vegan,, Juice, Bars, &, Smoothies,, Live/Raw, Food"
